Player1_strategy,Player1_wins,Player2_wins,Player2_strategy,mcts_time,mean_time_per_game,mean_num_moves,secods_per_game,time_per_move
AGGRESSIVE,66,34,MCTS,1000,0 days 00:01:07.884269000,5.93,67,11.298482293423271
CONTROLLING,47,53,MCTS,1000,0 days 00:01:22.962181000,7.56,82,10.846560846560847
RANDOM,0,100,MCTS,1000,0 days 00:01:30.157342000,7.60377358490566,90,11.836228287841191
AGGRESSIVE,77,23,MCTS,500,0 days 00:00:42.372380000,5.99,42,7.0116861435726205
CONTROLLING,65,35,MCTS,500,0 days 00:00:56.561522000,8.14,56,6.879606879606879
RANDOM,2,98,MCTS,500,0 days 00:00:57.045449000,7.9,57,7.215189873417721
AGGRESSIVE,98,2,MCTS,100,0 days 00:00:14.225348000,5.67,14,2.4691358024691357
CONTROLLING,92,8,MCTS,100,0 days 00:00:18.072301000,7.79,18,2.310654685494223
RANDOM,26,74,MCTS,100,0 days 00:00:28.263687000,10.05,28,2.7860696517412933
